ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60612,13,03/22/2020,03/28/2020,61,80,178,233.2,180,281,525,819,0.3,0.3,1,1,2.9,2.9,34311,60612-13,POINT (-87.687011 41.88004)
60608,18,04/26/2020,05/02/2020,351,961,443,1213.3,919,2528,1160,3191.7,0.4,0.4,9,26,11.4,32.8,79205,60608-18,POINT (-87.670366 41.849879)
60628,25,06/14/2020,06/20/2020,31,1135,46,1701,531,6365,796,9539.3,0.1,0.2,4,102,6.0,152.9,66724,60628-25,POINT (-87.621537 41.694192)
60628,27,06/28/2020,07/04/2020,36,1202,54,1801.5,521,7486,781,11219.4,0.1,0.2,1,105,1.5,157.4,66724,60628-27,POINT (-87.621537 41.694192)
60628,31,07/26/2020,08/01/2020,42,1408,63,2110.2,583,10009,874,15000.6,0.1,0.1,1,111,1.5,166.4,66724,60628-31,POINT (-87.621537 41.694192)
60628,32,08/02/2020,08/08/2020,54,1462,81,2191.1,674,10683,1010,16010.7,0.1,0.1,1,112,1.5,167.9,66724,60628-32,POINT (-87.621537 41.694192)
60628,33,08/09/2020,08/15/2020,35,1497,52,2243.6,567,11250,850,16860.5,0.1,0.1,0,112,0.0,167.9,66724,60628-33,POINT (-87.621537 41.694192)
60628,26,06/21/2020,06/27/2020,31,1166,46,1747.5,600,6965,899,10438.5,0.1,0.2,2,104,3.0,155.9,66724,60628-26,POINT (-87.621537 41.694192)
60661,11,03/08/2020,03/14/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,9926,60661-11,POINT (-87.644283 41.882786)
60628,34,08/16/2020,08/22/2020,50,1547,75,2318.5,516,11766,773,17633.8,0.1,0.1,1,113,1.5,169.4,66724,60628-34,POINT (-87.621537 41.694192)
60625,10,03/01/2020,03/07/2020,,,,,2,2,2,2.5,,,0,0,0.0,0.0,79243,60625-10,POINT (-87.701816 41.971155)
60653,23,05/31/2020,06/06/2020,18,514,56,1607.7,249,3072,779,9608.4,0.1,0.2,1,31,3.1,97.0,31972,60653-23,POINT (-87.611244 41.819261)
60647,10,03/01/2020,03/07/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,87509,60647-10,POINT (-87.701101 41.921058)
60653,24,06/07/2020,06/13/2020,14,528,44,1651.4,369,3441,1154,10762.5,0.0,0.2,1,32,3.1,100.1,31972,60653-24,POINT (-87.611244 41.819261)
60653,25,06/14/2020,06/20/2020,13,541,41,1692.1,320,3761,1001,11763.4,0.0,0.1,1,33,3.1,103.2,31972,60653-25,POINT (-87.611244 41.819261)
60653,26,06/21/2020,06/27/2020,21,562,66,1757.8,392,4153,1226,12989.5,0.1,0.1,2,35,6.3,109.5,31972,60653-26,POINT (-87.611244 41.819261)
60653,27,06/28/2020,07/04/2020,16,578,50,1807.8,356,4509,1114,14103,0.0,0.1,1,36,3.1,112.6,31972,60653-27,POINT (-87.611244 41.819261)
60653,28,07/05/2020,07/11/2020,23,601,72,1879.8,386,4895,1207,15310.3,0.1,0.1,2,38,6.3,118.9,31972,60653-28,POINT (-87.611244 41.819261)
60707,10,03/01/2020,03/07/2020,,,,,1,1,2,2.3,,,0,0,0.0,0.0,43019,60707-10,POINT (-87.808283 41.921777)
60653,32,08/02/2020,08/08/2020,19,689,59,2155,360,6691,1126,20927.7,0.1,0.1,0,38,0.0,118.9,31972,60653-32,POINT (-87.611244 41.819261)
60653,33,08/09/2020,08/15/2020,13,702,41,2195.7,318,7009,995,21922.3,0.0,0.1,2,40,6.3,125.1,31972,60653-33,POINT (-87.611244 41.819261)
60641,10,03/01/2020,03/07/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,71023,60641-10,POINT (-87.746791 41.946682)
60629,12,03/15/2020,03/21/2020,15,15,13,13.4,76,83,68,74.2,0.2,0.2,0,0,0.0,0.0,111850,60629-12,POINT (-87.711565 41.777061)
60629,13,03/22/2020,03/28/2020,67,82,60,73.3,150,233,134,208.3,0.4,0.4,0,0,0.0,0.0,111850,60629-13,POINT (-87.711565 41.777061)
60602,25,06/14/2020,06/20/2020,0,13,0,1045,11,151,884,12138.3,0.0,0.1,0,0,0.0,0.0,1244,60602-25,POINT (-87.628309 41.883136)
60630,10,03/01/2020,03/07/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,57344,60630-10,POINT (-87.759611 41.971261)
60608,13,03/22/2020,03/28/2020,77,92,97,116.2,189,284,239,358.6,0.4,0.3,0,0,0.0,0.0,79205,60608-13,POINT (-87.670366 41.849879)
60614,13,03/22/2020,03/28/2020,39,77,55,108,141,294,198,412.3,0.3,0.3,0,1,0.0,1.4,71308,60614-13,POINT (-87.652064 41.922605)
60610,13,03/22/2020,03/28/2020,34,63,87,161.5,107,205,274,525.4,0.3,0.3,0,0,0.0,0.0,39019,60610-13,POINT (-87.63581 41.90455)
60623,11,03/08/2020,03/14/2020,,,,,4,6,5,7,,,0,0,0.0,0.0,85979,60623-11,POINT (-87.717446 41.850321)
60620,12,03/15/2020,03/21/2020,31,36,46,52.9,97,113,142,165.9,0.3,0.3,2,2,2.9,2.9,68096,60620-12,POINT (-87.651656 41.740873)
60647,14,03/29/2020,04/04/2020,41,88,47,100.6,168,457,192,522.2,0.2,0.2,1,1,1.1,1.1,87509,60647-14,POINT (-87.701101 41.921058)
60647,15,04/05/2020,04/11/2020,69,157,79,179.4,230,687,263,785.1,0.3,0.2,0,1,0.0,1.1,87509,60647-15,POINT (-87.701101 41.921058)
60629,15,04/05/2020,04/11/2020,137,311,122,278.1,289,730,258,652.7,0.5,0.4,6,13,5.4,11.6,111850,60629-15,POINT (-87.711565 41.777061)
60827,14,03/29/2020,04/04/2020,4,15,14,52.5,14,37,49,129.5,0.3,0.4,1,1,3.5,3.5,28577,60827-14,POINT (-87.633087 41.650765)
60827,15,04/05/2020,04/11/2020,3,18,10,63,11,48,38,168,0.3,0.4,1,2,3.5,7.0,28577,60827-15,POINT (-87.633087 41.650765)
60629,16,04/12/2020,04/18/2020,256,567,229,506.9,509,1239,455,1107.7,0.5,0.5,4,17,3.6,15.2,111850,60629-16,POINT (-87.711565 41.777061)
60629,17,04/19/2020,04/25/2020,427,994,382,888.7,879,2118,786,1893.6,0.5,0.5,7,24,6.3,21.5,111850,60629-17,POINT (-87.711565 41.777061)
60640,32,08/02/2020,08/08/2020,30,1081,43,1550.6,860,12242,1234,17560.1,0.0,0.1,3,89,4.3,127.7,69715,60640-32,POINT (-87.662232 41.971888)
60640,33,08/09/2020,08/15/2020,22,1103,32,1582.2,721,12963,1034,18594.3,0.0,0.1,0,89,0.0,127.7,69715,60640-33,POINT (-87.662232 41.971888)
60640,34,08/16/2020,08/22/2020,27,1130,39,1620.9,782,13745,1122,19716,0.0,0.1,0,89,0.0,127.7,69715,60640-34,POINT (-87.662232 41.971888)
60653,34,08/16/2020,08/22/2020,14,716,44,2239.5,344,7353,1076,22998.2,0.0,0.1,1,41,3.1,128.2,31972,60653-34,POINT (-87.611244 41.819261)
60629,14,03/29/2020,04/04/2020,92,174,82,155.6,208,441,186,394.3,0.4,0.4,7,7,6.3,6.3,111850,60629-14,POINT (-87.711565 41.777061)
60653,35,08/23/2020,08/29/2020,11,727,34,2273.9,267,7620,835,23833.4,0.0,0.1,1,42,3.1,131.4,31972,60653-35,POINT (-87.611244 41.819261)
60653,39,09/20/2020,09/26/2020,15,777,47,2430.3,237,8578,741,26829.7,0.1,0.1,0,42,0.0,131.4,31972,60653-39,POINT (-87.611244 41.819261)
60653,40,09/27/2020,10/03/2020,13,790,41,2470.9,283,8861,885,27714.9,0.0,0.1,0,42,0.0,131.4,31972,60653-40,POINT (-87.611244 41.819261)
60654,24,06/07/2020,06/13/2020,2,145,10,757.8,169,1139,883,5952.4,0.0,0.1,0,1,0.0,5.2,19135,60654-24,POINT (-87.636354 41.892485)
60654,25,06/14/2020,06/20/2020,10,155,52,810,188,1327,982,6934.9,0.1,0.1,0,1,0.0,5.2,19135,60654-25,POINT (-87.636354 41.892485)
60654,26,06/21/2020,06/27/2020,14,169,73,883.2,254,1581,1327,8262.3,0.1,0.1,0,1,0.0,5.2,19135,60654-26,POINT (-87.636354 41.892485)
60654,27,06/28/2020,07/04/2020,11,180,58,940.7,290,1871,1516,9777.9,0.0,0.1,0,1,0.0,5.2,19135,60654-27,POINT (-87.636354 41.892485)
Unknown,37,09/06/2020,09/12/2020,15,192,0,0,845,32927,0,0,0.0,0.0,0,4,0.0,0.0,0,Unknown-37,
60605,13,03/22/2020,03/28/2020,16,39,58,141.7,82,180,298,654.1,0.2,0.2,0,0,0.0,0.0,27519,60605-13,POINT (-87.623449 41.867824)
60619,15,04/05/2020,04/11/2020,96,338,157,551.8,243,854,397,1394.1,0.4,0.4,11,20,18.0,32.6,61258,60619-15,POINT (-87.60569 41.744737)
60621,11,03/08/2020,03/14/2020,,,,,3,4,10,13.8,,,0,0,0.0,0.0,29042,60621-11,POINT (-87.638812 41.776931)
60606,14,03/29/2020,04/04/2020,1,5,32,161.2,11,44,355,1418.9,0.1,0.1,0,0,0.0,0.0,3101,60606-14,POINT (-87.63676 41.882634)
60629,18,04/26/2020,05/02/2020,564,1558,504,1392.9,1275,3393,1140,3033.5,0.4,0.5,6,30,5.4,26.8,111850,60629-18,POINT (-87.711565 41.777061)
60629,19,05/03/2020,05/09/2020,477,2035,426,1819.4,1349,4742,1206,4239.6,0.4,0.4,10,40,8.9,35.8,111850,60629-19,POINT (-87.711565 41.777061)
60666,21,05/17/2020,05/23/2020,,,,,0,1,0,0,,,0,0,0.0,0.0,0,60666-21,POINT (-87.896371 41.979511)
60640,35,08/23/2020,08/29/2020,37,1167,53,1674,717,14462,1028,20744.5,0.1,0.1,0,89,0.0,127.7,69715,60640-35,POINT (-87.662232 41.971888)
60607,20,05/10/2020,05/16/2020,14,419,47,1416,175,1378,591,4656.8,0.1,0.3,0,4,0.0,13.5,29591,60607-20,POINT (-87.652727 41.876104)
60613,17,04/19/2020,04/25/2020,37,219,74,437,190,804,379,1604.4,0.2,0.3,3,11,6.0,22.0,50113,60613-17,POINT (-87.661343 41.953742)
60654,28,07/05/2020,07/11/2020,24,204,125,1066.1,328,2199,1714,11492,0.1,0.1,0,1,0.0,5.2,19135,60654-28,POINT (-87.636354 41.892485)
60654,29,07/12/2020,07/18/2020,13,217,68,1134,319,2518,1667,13159.1,0.0,0.1,0,1,0.0,5.2,19135,60654-29,POINT (-87.636354 41.892485)
60637,10,03/01/2020,03/07/2020,,,,,1,1,2,2.1,,,0,0,0.0,0.0,47454,60637-10,POINT (-87.604053 41.780991)
60622,12,03/15/2020,03/21/2020,22,28,42,53,87,100,165,189.4,0.3,0.3,0,0,0.0,0.0,52793,60622-12,POINT (-87.681818 41.902762)
60654,30,07/19/2020,07/25/2020,10,227,52,1186.3,297,2815,1552,14711.3,0.0,0.1,1,2,5.2,10.5,19135,60654-30,POINT (-87.636354 41.892485)
60654,31,07/26/2020,08/01/2020,10,237,52,1238.6,285,3100,1489,16200.7,0.0,0.1,0,2,0.0,10.5,19135,60654-31,POINT (-87.636354 41.892485)
60654,32,08/02/2020,08/08/2020,15,252,78,1317,320,3420,1672,17873,0.0,0.1,0,2,0.0,10.5,19135,60654-32,POINT (-87.636354 41.892485)
60639,10,03/01/2020,03/07/2020,,,,,1,1,1,1.1,,,0,0,0.0,0.0,90517,60639-10,POINT (-87.75531 41.920609)
60632,10,03/01/2020,03/07/2020,,,,,1,1,1,1.1,,,0,0,0.0,0.0,91039,60632-10,POINT (-87.711251 41.810038)
60654,33,08/09/2020,08/15/2020,13,265,68,1384.9,305,3725,1594,19466.9,0.0,0.1,0,2,0.0,10.5,19135,60654-33,POINT (-87.636354 41.892485)
60654,34,08/16/2020,08/22/2020,8,273,42,1426.7,250,3975,1306,20773.5,0.0,0.1,0,2,0.0,10.5,19135,60654-34,POINT (-87.636354 41.892485)
60654,35,08/23/2020,08/29/2020,12,285,63,1489.4,273,4248,1427,22200.2,0.0,0.1,0,2,0.0,10.5,19135,60654-35,POINT (-87.636354 41.892485)
60654,37,09/06/2020,09/12/2020,17,318,89,1661.9,313,4896,1636,25586.6,0.1,0.1,0,2,0.0,10.5,19135,60654-37,POINT (-87.636354 41.892485)
60660,12,03/15/2020,03/21/2020,12,16,28,37,52,63,120,145.7,0.2,0.3,0,0,0.0,0.0,43242,60660-12,POINT (-87.666362 41.991062)
60654,38,09/13/2020,09/19/2020,20,338,104,1766.4,338,5234,1766,27353,0.1,0.1,0,2,0.0,10.5,19135,60654-38,POINT (-87.636354 41.892485)
60654,40,09/27/2020,10/03/2020,23,382,120,1996.3,276,5803,1442,30326.6,0.1,0.1,0,2,0.0,10.5,19135,60654-40,POINT (-87.636354 41.892485)
60655,22,05/24/2020,05/30/2020,11,261,38,906.1,325,2140,1128,7429.5,0.0,0.1,1,8,3.5,27.8,28804,60655-22,POINT (-87.701434 41.696456)
60707,15,04/05/2020,04/11/2020,17,47,40,109.3,77,197,179,457.9,0.2,0.2,0,1,0.0,2.3,43019,60707-15,POINT (-87.808283 41.921777)
60707,16,04/12/2020,04/18/2020,27,74,63,172,117,314,272,729.9,0.2,0.2,1,2,2.3,4.6,43019,60707-16,POINT (-87.808283 41.921777)
60707,17,04/19/2020,04/25/2020,51,125,119,290.6,167,481,388,1118.1,0.3,0.3,1,3,2.3,7.0,43019,60707-17,POINT (-87.808283 41.921777)
60629,20,05/10/2020,05/16/2020,457,2492,409,2228,1397,6139,1249,5488.6,0.3,0.4,11,51,9.8,45.6,111850,60629-20,POINT (-87.711565 41.777061)
60629,21,05/17/2020,05/23/2020,385,2877,344,2572.2,1385,7524,1238,6726.9,0.3,0.4,11,62,9.8,55.4,111850,60629-21,POINT (-87.711565 41.777061)
60629,22,05/24/2020,05/30/2020,258,3135,231,2802.9,1113,8637,995,7721.9,0.2,0.4,10,72,8.9,64.4,111850,60629-22,POINT (-87.711565 41.777061)
60629,23,05/31/2020,06/06/2020,116,3251,104,2906.6,714,9351,638,8360.3,0.2,0.3,5,77,4.5,68.8,111850,60629-23,POINT (-87.711565 41.777061)
60629,24,06/07/2020,06/13/2020,93,3344,83,2989.7,750,10101,670,9030.8,0.1,0.3,7,84,6.3,75.1,111850,60629-24,POINT (-87.711565 41.777061)
60629,25,06/14/2020,06/20/2020,82,3426,73,3063,648,10749,579,9610.2,0.1,0.3,4,88,3.6,78.7,111850,60629-25,POINT (-87.711565 41.777061)
60629,26,06/21/2020,06/27/2020,83,3509,74,3137.2,813,11562,727,10337.1,0.1,0.3,4,92,3.6,82.3,111850,60629-26,POINT (-87.711565 41.777061)
60707,14,03/29/2020,04/04/2020,16,30,37,69.7,57,120,132,278.9,0.3,0.2,0,1,0.0,2.3,43019,60707-14,POINT (-87.808283 41.921777)
60629,27,06/28/2020,07/04/2020,70,3579,63,3199.8,665,12227,594,10931.6,0.1,0.3,4,96,3.6,85.8,111850,60629-27,POINT (-87.711565 41.777061)
60629,28,07/05/2020,07/11/2020,83,3662,74,3274,924,13151,826,11757.7,0.1,0.3,1,97,0.9,86.7,111850,60629-28,POINT (-87.711565 41.777061)
60629,29,07/12/2020,07/18/2020,106,3768,95,3368.8,1127,14278,1008,12765.3,0.1,0.3,3,100,2.7,89.4,111850,60629-29,POINT (-87.711565 41.777061)
60629,30,07/19/2020,07/25/2020,101,3869,90,3459.1,963,15241,861,13626.3,0.1,0.3,2,102,1.8,91.2,111850,60629-30,POINT (-87.711565 41.777061)
60629,31,07/26/2020,08/01/2020,152,4021,136,3595,1314,16555,1175,14801.1,0.1,0.2,4,106,3.6,94.8,111850,60629-31,POINT (-87.711565 41.777061)
60629,32,08/02/2020,08/08/2020,187,4208,167,3762.2,1195,17750,1068,15869.5,0.2,0.2,2,108,1.8,96.6,111850,60629-32,POINT (-87.711565 41.777061)
60655,23,05/31/2020,06/06/2020,7,268,24,930.4,137,2277,476,7905.2,0.1,0.1,1,9,3.5,31.2,28804,60655-23,POINT (-87.701434 41.696456)
60655,34,08/16/2020,08/22/2020,38,523,132,1815.7,480,5768,1666,20025,0.1,0.1,2,14,6.9,48.6,28804,60655-34,POINT (-87.701434 41.696456)
60655,35,08/23/2020,08/29/2020,50,573,174,1989.3,511,6279,1774,21799.1,0.1,0.1,0,14,0.0,48.6,28804,60655-35,POINT (-87.701434 41.696456)
60655,36,08/30/2020,09/05/2020,24,597,83,2072.6,237,6516,823,22621.9,0.1,0.1,0,14,0.0,48.6,28804,60655-36,POINT (-87.701434 41.696456)
60655,37,09/06/2020,09/12/2020,19,616,66,2138.6,196,6712,680,23302.3,0.1,0.1,0,14,0.0,48.6,28804,60655-37,POINT (-87.701434 41.696456)
60601,29,07/12/2020,07/18/2020,6,99,41,674.6,179,1511,1220,10296.4,0.0,0.1,0,5,0.0,34.1,14675,60601-29,POINT (-87.622844 41.886262)
60629,33,08/09/2020,08/15/2020,171,4379,153,3915.1,1103,18853,986,16855.6,0.2,0.2,0,108,0.0,96.6,111850,60629-33,POINT (-87.711565 41.777061)
60629,34,08/16/2020,08/22/2020,183,4562,164,4078.7,1181,20034,1056,17911.5,0.2,0.2,0,108,0.0,96.6,111850,60629-34,POINT (-87.711565 41.777061)
60629,35,08/23/2020,08/29/2020,186,4748,166,4245,1227,21261,1097,19008.5,0.2,0.2,1,109,0.9,97.5,111850,60629-35,POINT (-87.711565 41.777061)
60630,16,04/12/2020,04/18/2020,65,201,113,350.5,316,922,551,1607.8,0.2,0.2,3,9,5.2,15.7,57344,60630-16,POINT (-87.759611 41.971261)
60630,17,04/19/2020,04/25/2020,108,309,188,538.9,346,1268,603,2211.2,0.3,0.2,4,13,7.0,22.7,57344,60630-17,POINT (-87.759611 41.971261)
60630,13,03/22/2020,03/28/2020,26,39,45,68,166,213,290,371.4,0.2,0.2,1,2,1.7,3.5,57344,60630-13,POINT (-87.759611 41.971261)
60630,14,03/29/2020,04/04/2020,44,83,77,144.7,176,389,307,678.4,0.2,0.2,0,2,0.0,3.5,57344,60630-14,POINT (-87.759611 41.971261)
60630,15,04/05/2020,04/11/2020,53,136,92,237.2,217,606,378,1056.8,0.2,0.2,4,6,7.0,10.5,57344,60630-15,POINT (-87.759611 41.971261)
60630,18,04/26/2020,05/02/2020,118,427,206,744.6,368,1636,642,2853,0.3,0.3,4,17,7.0,29.6,57344,60630-18,POINT (-87.759611 41.971261)
60630,12,03/15/2020,03/21/2020,13,13,23,22.7,41,47,72,82,0.3,0.3,1,1,1.7,1.7,57344,60630-12,POINT (-87.759611 41.971261)
60640,36,08/30/2020,09/05/2020,33,1200,47,1721.3,664,15126,952,21696.9,0.0,0.1,0,89,0.0,127.7,69715,60640-36,POINT (-87.662232 41.971888)
60654,39,09/20/2020,09/26/2020,21,359,110,1876.1,293,5527,1531,28884.2,0.1,0.1,0,2,0.0,10.5,19135,60654-39,POINT (-87.636354 41.892485)
60655,16,04/12/2020,04/18/2020,34,148,118,513.8,234,745,812,2586.4,0.1,0.2,1,4,3.5,13.9,28804,60655-16,POINT (-87.701434 41.696456)
60655,17,04/19/2020,04/25/2020,29,177,101,614.5,208,953,722,3308.6,0.1,0.2,2,6,6.9,20.8,28804,60655-17,POINT (-87.701434 41.696456)
60655,18,04/26/2020,05/02/2020,22,199,76,690.9,230,1183,798,4107.1,0.1,0.2,1,7,3.5,24.3,28804,60655-18,POINT (-87.701434 41.696456)
60655,19,05/03/2020,05/09/2020,18,217,62,753.4,191,1374,663,4770.2,0.1,0.2,0,7,0.0,24.3,28804,60655-19,POINT (-87.701434 41.696456)
60655,20,05/10/2020,05/16/2020,16,233,56,808.9,180,1554,625,5395.1,0.1,0.2,0,7,0.0,24.3,28804,60655-20,POINT (-87.701434 41.696456)
60602,29,07/12/2020,07/18/2020,0,17,0,1366.6,23,233,1849,18729.9,0.0,0.1,0,0,0.0,0.0,1244,60602-29,POINT (-87.628309 41.883136)
60630,20,05/10/2020,05/16/2020,104,632,181,1102.1,453,2513,790,4382.3,0.2,0.3,5,29,8.7,50.6,57344,60630-20,POINT (-87.759611 41.971261)
60630,21,05/17/2020,05/23/2020,88,720,154,1255.6,459,2972,800,5182.8,0.2,0.2,12,41,20.9,71.5,57344,60630-21,POINT (-87.759611 41.971261)
60630,22,05/24/2020,05/30/2020,53,773,92,1348,437,3409,762,5944.8,0.1,0.2,4,45,7.0,78.5,57344,60630-22,POINT (-87.759611 41.971261)
60630,23,05/31/2020,06/06/2020,20,793,35,1382.9,334,3743,582,6527.3,0.1,0.2,5,50,8.7,87.2,57344,60630-23,POINT (-87.759611 41.971261)
60630,24,06/07/2020,06/13/2020,22,815,38,1421.2,399,4142,696,7223.1,0.1,0.2,3,53,5.2,92.4,57344,60630-24,POINT (-87.759611 41.971261)
60630,25,06/14/2020,06/20/2020,29,844,51,1471.8,451,4593,786,8009.6,0.1,0.2,4,57,7.0,99.4,57344,60630-25,POINT (-87.759611 41.971261)
60630,26,06/21/2020,06/27/2020,17,861,30,1501.5,507,5100,884,8893.7,0.0,0.2,2,59,3.5,102.9,57344,60630-26,POINT (-87.759611 41.971261)
60630,27,06/28/2020,07/04/2020,10,871,17,1518.9,442,5542,771,9664.5,0.0,0.2,1,60,1.7,104.6,57344,60630-27,POINT (-87.759611 41.971261)
60630,28,07/05/2020,07/11/2020,15,886,26,1545.1,486,6028,848,10512,0.0,0.1,1,61,1.7,106.4,57344,60630-28,POINT (-87.759611 41.971261)
60630,29,07/12/2020,07/18/2020,18,904,31,1576.5,581,6609,1013,11525.2,0.0,0.1,0,61,0.0,106.4,57344,60630-29,POINT (-87.759611 41.971261)
60630,30,07/19/2020,07/25/2020,30,934,52,1628.8,591,7200,1031,12555.8,0.1,0.1,1,62,1.7,108.1,57344,60630-30,POINT (-87.759611 41.971261)
60630,31,07/26/2020,08/01/2020,34,968,59,1688.1,588,7788,1025,13581.2,0.1,0.1,0,62,0.0,108.1,57344,60630-31,POINT (-87.759611 41.971261)
60630,32,08/02/2020,08/08/2020,32,1000,56,1743.9,594,8382,1036,14617,0.1,0.1,0,62,0.0,108.1,57344,60630-32,POINT (-87.759611 41.971261)
60630,33,08/09/2020,08/15/2020,51,1051,89,1832.8,582,8964,1015,15632,0.1,0.1,0,62,0.0,108.1,57344,60630-33,POINT (-87.759611 41.971261)
60640,37,09/06/2020,09/12/2020,18,1218,26,1747.1,559,15685,802,22498.7,0.0,0.1,0,89,0.0,127.7,69715,60640-37,POINT (-87.662232 41.971888)
60631,11,03/08/2020,03/14/2020,,,,,2,4,7,13.5,,,0,0,0.0,0.0,29529,60631-11,POINT (-87.813371 41.995019)
60612,29,07/12/2020,07/18/2020,19,793,55,2311.2,453,5270,1320,15359.5,0.0,0.2,1,29,2.9,84.5,34311,60612-29,POINT (-87.687011 41.88004)
60605,28,07/05/2020,07/11/2020,12,247,44,897.6,436,3340,1584,12137.1,0.0,0.1,0,1,0.0,3.6,27519,60605-28,POINT (-87.623449 41.867824)
60609,28,07/05/2020,07/11/2020,50,1954,81,3177.5,550,7578,894,12323,0.1,0.3,3,76,4.9,123.6,61495,60609-28,POINT (-87.653382 41.812017)
60616,28,07/05/2020,07/11/2020,35,547,64,1004.3,545,5698,1001,10462,0.1,0.1,0,35,0.0,64.3,54464,60616-28,POINT (-87.629531 41.844869)
60620,28,07/05/2020,07/11/2020,48,1261,70,1851.8,616,8606,905,12638,0.1,0.1,0,71,0.0,104.3,68096,60620-28,POINT (-87.651656 41.740873)
60624,28,07/05/2020,07/11/2020,32,974,88,2693.7,352,4585,974,12680.5,0.1,0.2,0,28,0.0,77.4,36158,60624-28,POINT (-87.722735 41.879417)
60628,28,07/05/2020,07/11/2020,58,1260,87,1888.4,682,8168,1022,12241.5,0.1,0.2,1,106,1.5,158.9,66724,60628-28,POINT (-87.621537 41.694192)
60655,38,09/13/2020,09/19/2020,23,639,80,2218.4,205,6917,712,24014,0.1,0.1,0,14,0.0,48.6,28804,60655-38,POINT (-87.701434 41.696456)
60655,39,09/20/2020,09/26/2020,31,670,108,2326.1,225,7142,781,24795.2,0.1,0.1,0,14,0.0,48.6,28804,60655-39,POINT (-87.701434 41.696456)
60655,40,09/27/2020,10/03/2020,24,694,83,2409.4,218,7360,757,25552,0.1,0.1,0,14,0.0,48.6,28804,60655-40,POINT (-87.701434 41.696456)
60656,14,03/29/2020,04/04/2020,22,49,80,177.7,131,298,475,1080.5,0.2,0.2,2,2,7.3,7.3,27579,60656-14,POINT (-87.817934 41.974566)
60656,15,04/05/2020,04/11/2020,27,76,98,275.6,173,471,627,1707.8,0.2,0.2,0,2,0.0,7.3,27579,60656-15,POINT (-87.817934 41.974566)
60656,16,04/12/2020,04/18/2020,24,100,87,362.6,137,608,497,2204.6,0.2,0.2,2,4,7.3,14.5,27579,60656-16,POINT (-87.817934 41.974566)
60656,17,04/19/2020,04/25/2020,28,128,102,464.1,155,763,562,2766.6,0.2,0.2,0,4,0.0,14.5,27579,60656-17,POINT (-87.817934 41.974566)
60656,18,04/26/2020,05/02/2020,33,161,120,583.8,166,929,602,3368.5,0.2,0.2,2,6,7.3,21.8,27579,60656-18,POINT (-87.817934 41.974566)
60656,19,05/03/2020,05/09/2020,31,192,112,696.2,173,1102,627,3995.8,0.2,0.2,1,7,3.6,25.4,27579,60656-19,POINT (-87.817934 41.974566)
60656,20,05/10/2020,05/16/2020,22,214,80,776,184,1286,667,4663,0.1,0.2,0,7,0.0,25.4,27579,60656-20,POINT (-87.817934 41.974566)
60656,25,06/14/2020,06/20/2020,6,284,22,1029.8,188,2224,682,8064.1,0.0,0.1,2,9,7.3,32.6,27579,60656-25,POINT (-87.817934 41.974566)
60656,26,06/21/2020,06/27/2020,12,296,44,1073.3,216,2440,783,8847.3,0.1,0.1,0,9,0.0,32.6,27579,60656-26,POINT (-87.817934 41.974566)
60656,27,06/28/2020,07/04/2020,16,312,58,1131.3,233,2673,845,9692.2,0.1,0.1,0,9,0.0,32.6,27579,60656-27,POINT (-87.817934 41.974566)
60656,28,07/05/2020,07/11/2020,16,328,58,1189.3,248,2921,899,10591.4,0.1,0.1,1,10,3.6,36.3,27579,60656-28,POINT (-87.817934 41.974566)
60656,29,07/12/2020,07/18/2020,13,341,47,1236.4,226,3147,820,11410.9,0.1,0.1,0,10,0.0,36.3,27579,60656-29,POINT (-87.817934 41.974566)
60656,30,07/19/2020,07/25/2020,19,360,69,1305.3,260,3407,943,12353.6,0.1,0.1,0,10,0.0,36.3,27579,60656-30,POINT (-87.817934 41.974566)
60656,31,07/26/2020,08/01/2020,26,386,94,1399.6,262,3669,950,13303.6,0.1,0.1,0,10,0.0,36.3,27579,60656-31,POINT (-87.817934 41.974566)
60631,12,03/15/2020,03/21/2020,8,10,27,33.9,21,25,71,84.7,0.4,0.4,0,0,0.0,0.0,29529,60631-12,POINT (-87.813371 41.995019)
60631,13,03/22/2020,03/28/2020,21,31,71,105,175,200,593,677.3,0.1,0.2,0,0,0.0,0.0,29529,60631-13,POINT (-87.813371 41.995019)
60631,14,03/29/2020,04/04/2020,24,55,81,186.3,154,354,522,1198.8,0.2,0.2,1,1,3.4,3.4,29529,60631-14,POINT (-87.813371 41.995019)
60631,15,04/05/2020,04/11/2020,26,81,88,274.3,179,533,606,1805,0.1,0.2,0,1,0.0,3.4,29529,60631-15,POINT (-87.813371 41.995019)
60609,29,07/12/2020,07/18/2020,49,2003,80,3257.2,610,8188,992,13314.9,0.1,0.2,1,77,1.6,125.2,61495,60609-29,POINT (-87.653382 41.812017)
